Ver.Nr.,Titel semunabh.,Form,Stg,Modul Kürzel(Nummer),Modul Kürzel(ModulCode),VGruppe,Semester,Titel semabh.,PG,Tag,von,bis,Rhyth.,Datum von,Datum bis,Raum,Anzahl   der   Teilnehmer,Durchf. Dozierende,Verantw. Dozierende
LV-12-079-364,Standardisierung und Governance in digitalen Wirtschaftsräumen,Seminar/Mittelseminar,"LA an Gymn Informatik (20052), LA an Gymn Informatik (20052), LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Master Informatik (20102), Bachelor Informatik (20102), Master Informatik (20162), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), LA E Gymn Informatik (20052), Master Wirtschaftsinformatik (20162), LA E Gymn Informatik (20132), Master Data Science (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Master Bildende Kunst (20181), Bachelor Informatik (20181), Master Data Science (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Master Wirtschaftsinformatik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), LA an Gymn Informatik (20182), LA an Gymn Informatik (20182), LA E Gymn Informatik (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201), Master Chemie (20202), Master Cultural Data Studies (20212)","CS610(128820610), CS600(128220080), CS610(128820350), CS 600(120795100), CS 605(120796140), CS 600a(12821910), CS605(128250050), CS605(128250010), CS612(128850040), CS612(128850170), CS611(128840080), CS615(128240030), CS615(128240080), CS611(128840150)","CS610(88-079-20181), CS600(82-079-20162), CS610(88-079-20162), CS 600(25-079-20052), CS 605(25-079-20052), CS 600a(82-MAT-20102), CS605(82-277-20181), CS605(82-277-20162), CS612(88-277-20162), CS612(88-277-20181), CS611(88-c91-20162), CS615(82-c91-20162), CS615(82-c91-20181), CS611(88-c91-20181)","VG-12-079-009, VG-12-079-010, VG-12-079-011, VG-12-079-012, VG-12-079-014, VG-12-079-015, VG-12-277-001, VG-12-277-005, VG-12-277-006, VG-12-277-041, VG-12-c91-001, VG-12-c91-003, VG-12-c91-006, VG-12-c91-017",SoSe 2022,Standardisierung und Governance in digitalen Wirtschaftsräumen,1. PG,Do,16:00,18:00,woch,14.04.2022,14.07.2022,3060/+4/C37, ,,"Markowetz, A.; "
LV-12-079-129,Systemsoftware und Rechnerkommunikation,Vorlesung,"LA an Gymn Informatik (20052), LA an Gymn Informatik (20052), LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Informatik (20102), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Data Science (20162), Master Mathematik (20162), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Wirtschaftsinformatik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Bachelor Physik (20092), Bachelor Physik (20092), LA E Gymn Informatik (20052), LA E Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Master Bildende Kunst (20181), Bachelor Humanbiologie (20172), Bachelor Humanbiologie (20172), Bachelor Informatik (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201), Bachelor Humanbiologie (20212), Bachelor Humanbiologie (20212), Master Cultural Data Studies (20212)","CS 240(120793110), CS 240(12820140), CS240(128220040)","CS 240(25-079-20052), CS 240(82-MAT-20102), CS240(82-079-20162)",,SoSe 2022,Systemsoftware und Rechnerkommunikation,1. PG,Di,12:00,14:00,woch,12.04.2022,12.07.2022,3071/+5/0010, ,,"Freisleben, B.; "
LV-12-079-129,Systemsoftware und Rechnerkommunikation,Vorlesung,"LA an Gymn Informatik (20052), LA an Gymn Informatik (20052), LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Informatik (20102), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Data Science (20162), Master Mathematik (20162), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Wirtschaftsinformatik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Bachelor Physik (20092), Bachelor Physik (20092), LA E Gymn Informatik (20052), LA E Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Master Bildende Kunst (20181), Bachelor Humanbiologie (20172), Bachelor Humanbiologie (20172), Bachelor Informatik (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201), Bachelor Humanbiologie (20212), Bachelor Humanbiologie (20212), Master Cultural Data Studies (20212)","CS 240(120793110), CS 240(12820140), CS240(128220040)","CS 240(25-079-20052), CS 240(82-MAT-20102), CS240(82-079-20162)",,SoSe 2022,Systemsoftware und Rechnerkommunikation,1. PG,Do,12:00,14:00,woch,14.04.2022,14.07.2022,3071/+5/0030, ,,"Freisleben, B.; "
LV-12-079-129,Systemsoftware und Rechnerkommunikation,Vorlesung,"LA an Gymn Informatik (20052), LA an Gymn Informatik (20052), LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Informatik (20102), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Data Science (20162), Master Mathematik (20162), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Wirtschaftsinformatik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Bachelor Physik (20092), Bachelor Physik (20092), LA E Gymn Informatik (20052), LA E Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Master Bildende Kunst (20181), Bachelor Humanbiologie (20172), Bachelor Humanbiologie (20172), Bachelor Informatik (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201), Bachelor Humanbiologie (20212), Bachelor Humanbiologie (20212), Master Cultural Data Studies (20212)","CS 240(120793110), CS 240(12820140), CS240(128220040)","CS 240(25-079-20052), CS 240(82-MAT-20102), CS240(82-079-20162)",,SoSe 2022,Systemsoftware und Rechnerkommunikation,1. PG,Di,12:00,15:00,Einzel,12.07.2022,12.07.2022,3071/+5/0030, ,,"Freisleben, B.; "
LV-12-079-129,Systemsoftware und Rechnerkommunikation,Vorlesung,"LA an Gymn Informatik (20052), LA an Gymn Informatik (20052), LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Informatik (20102), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Data Science (20162), Master Mathematik (20162), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Wirtschaftsinformatik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Bachelor Physik (20092), Bachelor Physik (20092), LA E Gymn Informatik (20052), LA E Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Master Bildende Kunst (20181), Bachelor Humanbiologie (20172), Bachelor Humanbiologie (20172), Bachelor Informatik (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201), Bachelor Humanbiologie (20212), Bachelor Humanbiologie (20212), Master Cultural Data Studies (20212)","CS 240(120793110), CS 240(12820140), CS240(128220040)","CS 240(25-079-20052), CS 240(82-MAT-20102), CS240(82-079-20162)",,SoSe 2022,Systemsoftware und Rechnerkommunikation,1. PG,Mo,14:00,17:00,Einzel,26.09.2022,26.09.2022,, ,,"Freisleben, B.; "
LV-12-079-391,Theorie evolutionärer Algorithmen,Seminar/Mittelseminar,"Master Informatik (20162), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Master Bildende Kunst (20181), Bachelor Informatik (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), LA an Gymn Informatik (20182), LA an Gymn Informatik (20182), LA E Gymn Informatik (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201), Master Chemie (20202), Master Cultural Data Studies (20212)","CS610(128820610), CS600(128220080), CS610(128820350), CS605(128250050), CS605(128250010), CS615(128240030),  (128240060), CS615(128240080),  (128240090)","CS610(88-079-20181), CS600(82-079-20162), CS610(88-079-20162), CS605(82-277-20181), CS605(82-277-20162), CS615(82-c91-20162),  (82-c91-20162), CS615(82-c91-20181),  (82-c91-20181)","VG-12-079-009, VG-12-079-010, VG-12-079-011, VG-12-277-001, VG-12-277-005, VG-12-c91-003, VG-12-c91-005, VG-12-c91-006, VG-12-c91-007",SoSe 2022,Theorie evolutionärer Algorithmen,1. PG,Di,14:00,15:00,Einzel,19.04.2022,19.04.2022,, ,,"Komusiewicz, C.; Kosiol, J.; "
LV-12-105-013,Übungen zu Adaptive Numerische Verfahren für Operatorgleichungen,Übung,"Bachelor Wirtschaftsmathematik (20162), Master Informatik (20162), Master Mathematik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Master Wirtschaftsmathematik (20162), Bachelor Wirtschaftsmathematik (20162), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Master Mathematik (20181), Master Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201)", (128810010), (88-105-20162),,SoSe 2022,Übungen zu Adaptive Numerische Verfahren für Operatorgleichungen,1. PG,, , ,, , ,, ,,"Hansen, M.; "
LV-12-079-181,Übungen zu Agiles und klassisches Requirements-Engineering,Übung,"Bachelor Informatik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Master Informatik (20181), Master Wirtschaftsinformatik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Master Physik - Vertiefung und Forschung (20191), Bachelor Physik (20201), Bachelor Physik (20201), Master Cultural Data Studies (20212)",CS540(128250100),CS540(82-277-20181),,SoSe 2022,Übungen zu Agiles und klassisches Requirements-Engineering,1. PG,Mo,13:30,16:00,14tägl,11.04.2022,11.07.2022,3060/+3/C52, ,,"Kunstmann, T.; "
LV-12-079-018,Übungen zu Algorithmen und Datenstrukturen,Übung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Informatik (20052), LA an Gymn Informatik (20052), LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Informatik (20102), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), Bachelor Psychologie (20111), Bachelor Data Science (20162), Master Mathematik (20162), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Wirtschaftsinformatik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Master Bildende Kunst (20112), Master Bildende Kunst (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Deutsche Sprache und Literatur (20112), Bachelor Physik (20092), Master Prähist. Archäologie (20102), LA E Gymn Informatik (20052), Bachelor Deutsche Sprache und Literatur (20112), LA E Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20202), Master Bildende Kunst (20181), Master Betriebswirtschaftslehre (20182), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Archäologische Wissenschaften (20211), Bachelor Informatik (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), LA an Gymn Informatik (20182), LA an Gymn Informatik (20182), LA E Gymn Informatik (20182), Master Betriebswirtschaftslehre (20202), Master Physik - Vertiefung und Forschung (20201), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Bachelor Erziehungs- und Bildungswissenschaft (20202), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Bachelor Geographie (20202), Bachelor Geographie (20202), Master Geschichte (20082), Master Cultural Data Studies (20212), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052), Bachelor Geographie (20061)","CS 210(120791130), CS 210L(1214110), CS 210L(1225700), CS 210(12820130), CS210(128220010)","CS 210(25-079-20052), CS 210L(25-079-20132), CS 210L(25-079-20182), CS 210(82-MAT-20102), CS210(82-079-20162)",,SoSe 2022,Übungen zu Algorithmen und Datenstrukturen,1. PG,Di,10:00,12:00,woch,12.04.2022,12.07.2022,3060/+3/A11, ,,"Grüttemeier, N.; "
LV-12-079-018,Übungen zu Algorithmen und Datenstrukturen,Übung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Informatik (20052), LA an Gymn Informatik (20052), LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Informatik (20102), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), Bachelor Psychologie (20111), Bachelor Data Science (20162), Master Mathematik (20162), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Wirtschaftsinformatik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Master Bildende Kunst (20112), Master Bildende Kunst (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Deutsche Sprache und Literatur (20112), Bachelor Physik (20092), Master Prähist. Archäologie (20102), LA E Gymn Informatik (20052), Bachelor Deutsche Sprache und Literatur (20112), LA E Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20202), Master Bildende Kunst (20181), Master Betriebswirtschaftslehre (20182), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Archäologische Wissenschaften (20211), Bachelor Informatik (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), LA an Gymn Informatik (20182), LA an Gymn Informatik (20182), LA E Gymn Informatik (20182), Master Betriebswirtschaftslehre (20202), Master Physik - Vertiefung und Forschung (20201), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Bachelor Erziehungs- und Bildungswissenschaft (20202), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Bachelor Geographie (20202), Bachelor Geographie (20202), Master Geschichte (20082), Master Cultural Data Studies (20212), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052), Bachelor Geographie (20061)","CS 210(120791130), CS 210L(1214110), CS 210L(1225700), CS 210(12820130), CS210(128220010)","CS 210(25-079-20052), CS 210L(25-079-20132), CS 210L(25-079-20182), CS 210(82-MAT-20102), CS210(82-079-20162)",,SoSe 2022,Übungen zu Algorithmen und Datenstrukturen,2. PG,Mi,14:00,16:00,woch,13.04.2022,13.07.2022,3060/+3/A11, ,,"Grüttemeier, N.; "
LV-12-079-018,Übungen zu Algorithmen und Datenstrukturen,Übung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Informatik (20052), LA an Gymn Informatik (20052), LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Informatik (20102), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), Bachelor Psychologie (20111), Bachelor Data Science (20162), Master Mathematik (20162), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Wirtschaftsinformatik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Master Bildende Kunst (20112), Master Bildende Kunst (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Deutsche Sprache und Literatur (20112), Bachelor Physik (20092), Master Prähist. Archäologie (20102), LA E Gymn Informatik (20052), Bachelor Deutsche Sprache und Literatur (20112), LA E Gymn Informatik (20132), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20202), Master Bildende Kunst (20181), Master Betriebswirtschaftslehre (20182), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Archäologische Wissenschaften (20211), Bachelor Informatik (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), LA an Gymn Informatik (20182), LA an Gymn Informatik (20182), LA E Gymn Informatik (20182), Master Betriebswirtschaftslehre (20202), Master Physik - Vertiefung und Forschung (20201), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Bachelor Erziehungs- und Bildungswissenschaft (20202), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Bachelor Geographie (20202), Bachelor Geographie (20202), Master Geschichte (20082), Master Cultural Data Studies (20212), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052), Bachelor Geographie (20061)","CS 210(120791130), CS 210L(1214110), CS 210L(1225700), CS 210(12820130), CS210(128220010)","CS 210(25-079-20052), CS 210L(25-079-20132), CS 210L(25-079-20182), CS 210(82-MAT-20102), CS210(82-079-20162)",,SoSe 2022,Übungen zu Algorithmen und Datenstrukturen,3. PG,Fr,10:00,12:00,14tägl,22.04.2022,15.07.2022,3060/+5/D09, ,,"Bauer, A.; "
