Ver.Nr.,Titel semunabh.,Form,Stg,Modul Kürzel(Nummer),Modul Kürzel(ModulCode),VGruppe,Semester,Titel semabh.,PG,Tag,von,bis,Rhyth.,Datum von,Datum bis,Raum,Anzahl   der   Teilnehmer,Durchf. Dozierende,Verantw. Dozierende
LV-12-079-056,Übungen zu Grundlagen der Analysis,Übung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), Bachelor Volkswirtschaftslehre (20182), Bachelor Volkswirtschaftslehre (20182), Bachelor Betriebswirtschaftslehre (20182), LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Master Quantitative Accounting and Finance (20222), Bachelor Informatik (20102), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), Bachelor Psychologie (20111), Bachelor Data Science (20162), Bachelor Volkswirtschaftslehre (20112), Bachelor Volkswirtschaftslehre (20112), Bachelor Wirtschaftsinformatik (20162), Master Economics and Institutions (20112), Master Betriebswirtschaftslehre (20112), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Master Prähist. Archäologie (20102), LA E Gymn Informatik (20132), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Bachelor Volkswirtschaftslehre (20181), Master Bildende Kunst (20181), Bachelor Betriebswirtschaftslehre (20182), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Betriebswirtschaftslehre (20181), Bachelor Archäologische Wissenschaften (20111), Prüfung Ausland Physik grüner Technologien, Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Betriebswirtschaftslehre (20202), Master Quantitative Accounting and Finance (20172), Prüfung Ausland Physik und Wirtschaft, Bachelor Archäologische Wissenschaften (20211), Bachelor Betriebswirtschaftslehre (20181), Master Betriebswirtschaftslehre (20181), Bachelor Volkswirtschaftslehre (20181), Bachelor Informatik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Bachelor Physik (20182), Bachelor Physik (20182), LA an Gymn Informatik (20182), LA an Gymn Informatik (20182), LA E Gymn Informatik (20182), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik grüner Technologien (20202), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Physik und Wirtschaft (20192), Bachelor Physik und Wirtschaft (20192), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Bachelor Volkswirtschaftslehre (20202), Bachelor Volkswirtschaftslehre (20202), Bachelor Physik grüner Technologien (20202), Master Chemie (20202), Bachelor Betriebswirtschaftslehre (20202), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Bachelor Physik (20042), Master Prähist. Archäologie (20052)","CS280(128220150), CS 280(12824140),  (821281520)","CS280(82-079-20162), CS 280(82-MAT-20102),  (82-128-20092)",,SoSe 2022,Übungen zu Grundlagen der Analysis,11. PG,Mi,14:00,16:00,woch,13.04.2022,13.07.2022,3071/+2/0120, ,,"Strauer, D.; "
LV-12-079-056,Übungen zu Grundlagen der Analysis,Übung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), Bachelor Volkswirtschaftslehre (20182), Bachelor Volkswirtschaftslehre (20182), Bachelor Betriebswirtschaftslehre (20182), LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Master Quantitative Accounting and Finance (20222), Bachelor Informatik (20102), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), Bachelor Psychologie (20111), Bachelor Data Science (20162), Bachelor Volkswirtschaftslehre (20112), Bachelor Volkswirtschaftslehre (20112), Bachelor Wirtschaftsinformatik (20162), Master Economics and Institutions (20112), Master Betriebswirtschaftslehre (20112), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Master Prähist. Archäologie (20102), LA E Gymn Informatik (20132), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Bachelor Volkswirtschaftslehre (20181), Master Bildende Kunst (20181), Bachelor Betriebswirtschaftslehre (20182), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Betriebswirtschaftslehre (20181), Bachelor Archäologische Wissenschaften (20111), Prüfung Ausland Physik grüner Technologien, Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Betriebswirtschaftslehre (20202), Master Quantitative Accounting and Finance (20172), Prüfung Ausland Physik und Wirtschaft, Bachelor Archäologische Wissenschaften (20211), Bachelor Betriebswirtschaftslehre (20181), Master Betriebswirtschaftslehre (20181), Bachelor Volkswirtschaftslehre (20181), Bachelor Informatik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Bachelor Physik (20182), Bachelor Physik (20182), LA an Gymn Informatik (20182), LA an Gymn Informatik (20182), LA E Gymn Informatik (20182), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik grüner Technologien (20202), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Physik und Wirtschaft (20192), Bachelor Physik und Wirtschaft (20192), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Bachelor Volkswirtschaftslehre (20202), Bachelor Volkswirtschaftslehre (20202), Bachelor Physik grüner Technologien (20202), Master Chemie (20202), Bachelor Betriebswirtschaftslehre (20202), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Bachelor Physik (20042), Master Prähist. Archäologie (20052)","CS280(128220150), CS 280(12824140),  (821281520)","CS280(82-079-20162), CS 280(82-MAT-20102),  (82-128-20092)",,SoSe 2022,Übungen zu Grundlagen der Analysis,12. PG,, , ,, , ,, ,,"Strauer, D.; "
LV-12-105-107,Übungen zu Grundlagen der Mathematik Zentralübung,Übung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), Bachelor Wirtschaftsmathematik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), Bachelor Psychologie (20111), Bachelor Biologie (20102), Master Biodiv. und Naturschutz (20102), Bachelor Biologie (20102), Bachelor Mathematik (20162), Master Betriebswirtschaftslehre (20112), Bachelor Mathematik (20162), Master Molecular and Cellular Biology (20102), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Erziehungs- und Bildungswissenschaft (20122), Master Prähist. Archäologie (20102), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Master Abenteuer- u. Erlebnispädagogik (20102), Master Betriebswirtschaftslehre (20182), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Psychologie (20162), Bachelor Psychologie (20162), Bachelor Bewegungs- und Sportwissenschaft (20172), Bachelor Bewegungs- und Sportwissenschaft (20172), Bachelor Biologie (20172), Bachelor Biologie (20172), Master Molecular and Cellular Biology (20172), Master Biodiv. und Naturschutz (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Bewegungs- und Sportwissenschaft (20182), Bachelor Bewegungs- und Sportwissenschaft (20182), Bachelor Physik (20182), Bachelor Physik (20182), Master Betriebswirtschaftslehre (20202), Master Abenteuer- u. Erlebnispädagogik (20182), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Mathematik (7 Sem.) (20212), Master Molecular and Cellular Biology (20192), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Biologie (20192), Bachelor Biologie (20192), Master Biodiv. und Naturschutz (20192), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Bewegungs- und Sportwissenschaft (20192), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Bachelor Bewegungs- und Sportwissenschaft (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Psychologie (20202), Bachelor Physik (20201), Bachelor Physik (20201), Bachelor Psychologie (20202), Bachelor Erziehungs- und Bildungswissenschaft (20072), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)"," (128210020),  (128210050),  (128210320),  (128210330)"," (82-105-20162),  (82-105-20162),  (82-105-20162),  (82-105-20181)",,SoSe 2022,Übungen zu Grundlagen der Mathematik Zentralübung,1. PG,Fr,12:00,14:00,woch,15.04.2022,15.07.2022,2370/+1/0010, ,,"Lochmann, A.; "
LV-12-079-161,Übungen zu Höhere Algorithmik,Übung,"Master Bildende Kunst (20181), Bachelor Informatik (20181), Master Data Science (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201), Master Cultural Data Studies (20212)",CS627(128820500),CS627(88-079-20181),,SoSe 2022,Übungen zu Höhere Algorithmik,1. PG,Di,16:00,18:00,woch,12.04.2022,12.07.2022,3060/+4/C37, ,,"Komusiewicz, C.; "
LV-12-079-356,Übungen zu Introduction to Natural Language Processing,Übung,"Master Bildende Kunst (20181), Bachelor Informatik (20181), Master Data Science (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Master Mathematik (20181), Master Wirtschaftsinformatik (20181), Master Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201), Master Cultural Data Studies (20212)",CS655(128820540),CS655(88-079-20181),VG-12-079-055,SoSe 2022,Übungen zu Introduction to Natural Language Processing,1. PG,Mo,12:00,14:00,woch,11.04.2022,11.07.2022,3060/+4/C37, ,,"Flek, L.; "
LV-12-079-068,Übungen zu IT-Sicherheit,Übung,"LA an Gymn Informatik (20132), LA an Gymn Informatik (20132), Master Informatik (20102), Bachelor Informatik (20102), Master Informatik (20162), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Master Mathematik (20102), Bachelor Data Science (20162), Master Mathematik (20162), Bachelor Wirtschaftsinformatik (20162), Master Wirtschaftsmathematik (20102), Master Wirtschaftsinformatik (20162), LA E Gymn Informatik (20132), Master Data Science (20162), Bachelor Data Science (20162), Bachelor Wirtschaftsinformatik (20162), Master Bildende Kunst (20181), Bachelor Informatik (20181), Master Data Science (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Master Mathematik (20181), Master Wirtschaftsinformatik (20181), Master Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Master Physik - Vertiefung und Forschung (20191), Bachelor Physik (20201), Bachelor Physik (20201), Master Cultural Data Studies (20212)","CS 515(12821420), CS515(128220210)","CS 515(82-MAT-20102), CS515(82-079-20162)",,SoSe 2022,Übungen zu IT-Sicherheit,1. PG,Do,14:00,16:00,woch,14.04.2022,14.07.2022,3060/+3/C51, ,,"Tischhauser, E.; "
LV-12-105-136,Übungen zu Kommutative Algebra (Großes Vertiefungsmodul),Übung,"LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Master Informatik (20162), LA E Gymn Mathematik (20052), LA E Gymn Mathematik (20132), Master Mathematik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201)"," (128810270) (12251620),  (1218310)"," (88-105-20162) (25-105-20052),  (25-105-20132)","VG-12-105-285, VG-12-105-329",SoSe 2022,Übungen zu Kommutative Algebra (Großes Vertiefungsmodul),1. PG,Mi,16:00,18:00,woch,13.04.2022,13.07.2022,3060/+3/A14, ,,"Welker, V.; "
LV-12-105-136,Übungen zu Kommutative Algebra (Großes Vertiefungsmodul),Übung,"LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Master Informatik (20162), LA E Gymn Mathematik (20052), LA E Gymn Mathematik (20132), Master Mathematik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201)"," (128810270) (12251620),  (1218310)"," (88-105-20162) (25-105-20052),  (25-105-20132)","VG-12-105-285, VG-12-105-329",SoSe 2022,Übungen zu Kommutative Algebra (Großes Vertiefungsmodul),1. PG,Mi,12:00,14:00,woch,13.04.2022,13.07.2022,3060/+3/A16, ,,"Welker, V.; "
LV-12-105-141,Übungen zu Lie-Gruppen und Lie-Algebren,Übung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Master Informatik (20102), Bachelor Informatik (20102), Master Informatik (20162), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), LA E Gymn Mathematik (20052), Bachelor Psychologie (20111), LA E Gymn Mathematik (20132), Master Mathematik (20102), Master Mathematik (20162), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Erziehungs- und Bildungswissenschaft (20122), Master Wirtschaftsmathematik (20102), Master Prähist. Archäologie (20102), Bachelor Wirtschaftsmathematik (20102), Master Geoarchäologie (20102), Bachelor Wirtschaftsmathematik (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Informatik (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Master Informatik (20181), Master Mathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)"," (128210240),  (12826160) (12251360),  (1218230)"," (82-105-20162),  (82-MAT-20102) (25-105-20052),  (25-105-20132)","VG-12-105-239, VG-12-105-319",SoSe 2022,Übungen zu Lie-Gruppen und Lie-Algebren,1. PG,Mo,16:00,18:00,woch,11.04.2022,11.07.2022,3060/+3/A20, ,,"Heckenberger, I.; "
LV-12-105-011,Übungen zu Lineare Algebra II,Übung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), Bachelor Wirtschaftsmathematik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), Bachelor Psychologie (20111), Bachelor Mathematik (20162), Master Betriebswirtschaftslehre (20112), Bachelor Mathematik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Erziehungs- und Bildungswissenschaft (20122), Master Prähist. Archäologie (20102), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)", (128210060), (82-105-20162),,SoSe 2022,Übungen zu Lineare Algebra II,1. PG,Fr,10:00,12:00,woch,15.04.2022,15.07.2022,3060/+3/A14, ,,"Rollenske, S.; "
LV-12-105-011,Übungen zu Lineare Algebra II,Übung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), Bachelor Wirtschaftsmathematik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), Bachelor Psychologie (20111), Bachelor Mathematik (20162), Master Betriebswirtschaftslehre (20112), Bachelor Mathematik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Erziehungs- und Bildungswissenschaft (20122), Master Prähist. Archäologie (20102), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)", (128210060), (82-105-20162),,SoSe 2022,Übungen zu Lineare Algebra II,2. PG,Fr,12:00,14:00,woch,15.04.2022,15.07.2022,3060/+3/A16, ,,"Rollenske, S.; "
LV-12-105-145,Übungen zu Maß- und Integrationstheorie,Übung,"LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), Master Quantitative Accounting and Finance (20222), Bachelor Wirtschaftsmathematik (20162), Bachelor Informatik (20102), Master Informatik (20162), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), LA E Gymn Mathematik (20052), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20162), Master Data Science (20162), Master Quantitative Accounting and Finance (20172), Bachelor Informatik (20181), Master Data Science (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Master Informatik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), LA an Gymn Mathematik (20182), LA an Gymn Mathematik (20182), LA E Gymn Mathematik (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201)"," (12251310),  (128230020),  (12824250)Kl. Aufb. RM(1225080)"," (25-105-20052),  (82-918-20162),  (82-MAT-20102)Kl. Aufb. RM(25-105-20182)",VG-12-105-020,SoSe 2022,Übungen zu Maß- und Integrationstheorie,1. PG,Mi,16:00,18:00,woch,13.04.2022,13.07.2022,3060/+4/A30, ,,"Holzmann, H.; "
LV-12-105-145,Übungen zu Maß- und Integrationstheorie,Übung,"LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), Master Quantitative Accounting and Finance (20222), Bachelor Wirtschaftsmathematik (20162), Bachelor Informatik (20102), Master Informatik (20162), Bachelor Informatik (20102), Bachelor Informatik (20162), Bachelor Informatik (20162), LA E Gymn Mathematik (20052), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20162), Master Data Science (20162), Master Quantitative Accounting and Finance (20172), Bachelor Informatik (20181), Master Data Science (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Master Informatik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), LA an Gymn Mathematik (20182), LA an Gymn Mathematik (20182), LA E Gymn Mathematik (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201)"," (12251310),  (128230020),  (12824250)Kl. Aufb. RM(1225080)"," (25-105-20052),  (82-918-20162),  (82-MAT-20102)Kl. Aufb. RM(25-105-20182)",VG-12-105-020,SoSe 2022,Übungen zu Maß- und Integrationstheorie,2. PG,Do,14:00,16:00,woch,14.04.2022,14.07.2022,3060/+3/A20, ,,"Holzmann, H.; "
